transaction_id,account_id,transaction_date,transaction_type,channel,amount,merchant_category,transaction_status
T005149,A00467,2025-06-18,Debit,ATM,7999.22,Retail,Success
T005150,A00025,2024-12-23,Credit,Branch,14031.3,Retail,Success
T005151,A00191,2024-03-07,NEFT,Branch,23456.47,Utility,Success
T005152,A00589,2025-04-05,NEFT,Internet Banking,26600.4,Healthcare,Success
T005153,A00354,2024-08-17,UPI,Mobile,718.04,Travel,Failed
T005154,A00179,2024-11-13,Credit,Internet Banking,16865.08,Travel,Success
T005155,A00456,2025-12-06,Debit,Mobile,14301.62,Healthcare,Success
T005156,A00275,2025-11-30,IMPS,Internet Banking,44186.65,Healthcare,Success
T005157,A00130,2025-03-09,UPI,Mobile,846.53,Travel,Success
T005158,A00443,2024-02-17,IMPS,Mobile,42573.42,Healthcare,Failed
T005159,A00378,2025-04-04,NEFT,Branch,108152.78,Education,Success
T005160,A00339,2025-10-16,ATM,ATM,5000.0,Cash Withdrawal,Success
T005161,A00376,2024-01-13,Debit,Branch,5037.08,Healthcare,Success
T005162,A00568,2025-10-28,UPI,Mobile,779.05,Retail,Success
T005163,A00340,2024-11-29,UPI,Mobile,817.03,Travel,Success
T005164,A00310,2025-01-03,NEFT,Branch,36899.47,Investment,Success
T005165,A00306,2024-04-26,Credit,ATM,4741.88,Travel,Success
T005166,A00322,2025-08-16,Debit,Internet Banking,569781.91,Investment,Success
T005167,A00121,2024-03-29,Debit,ATM,2334.54,Investment,Success
T005168,A00302,2024-01-18,ATM,ATM,5000.0,Cash Withdrawal,Success
T005169,A00044,2024-02-12,NEFT,Mobile,58430.07,Education,Success
T005170,A00590,2025-08-24,Credit,Internet Banking,13815.58,Retail,Success
T005171,A00039,2025-10-28,Debit,ATM,32051.87,Education,Success
T005172,A00540,2024-02-11,IMPS,Internet Banking,15189.51,Healthcare,Success
T005173,A00311,2025-05-13,Credit,Branch,20863.04,Cash Withdrawal,Success
T005174,A00103,2025-05-11,Credit,Branch,10211.1,Education,Success
T005175,A00315,2025-10-20,ATM,ATM,2000.0,Cash Withdrawal,Success
T005176,A00434,2025-02-15,ATM,ATM,20000.0,Cash Withdrawal,Success
T005177,A00036,2024-09-23,Debit,Mobile,8869.61,Cash Withdrawal,Success
T005178,A00586,2025-07-10,NEFT,Mobile,14557.85,Healthcare,Success
T005179,A00110,2024-11-04,Credit,Internet Banking,7853.94,Travel,Success
T005180,A00536,2025-04-03,Debit,Internet Banking,8110.89,Retail,Success
T005181,A00122,2025-02-11,IMPS,Branch,9114.14,Retail,Success
T005182,A00242,2025-10-03,UPI,Mobile,1961.02,Healthcare,Success
T005183,A00585,2024-04-08,Debit,Mobile,12577.29,Investment,Success
T005184,A00437,2025-01-29,IMPS,Mobile,50839.87,Healthcare,Success
T005185,A00370,2024-08-12,UPI,Mobile,926.62,Travel,Success
T005186,A00483,2025-02-08,Credit,Branch,18598.67,Healthcare,Success
T005187,A00328,2025-05-15,Debit,Mobile,24640.05,Retail,Success
T005188,A00482,2024-05-02,UPI,Mobile,1266.66,Travel,Success
T005189,A00357,2025-05-22,Credit,Internet Banking,5307.98,Retail,Success
T005190,A00086,2024-09-28,NEFT,Mobile,35544.38,Healthcare,Success
T005191,A00038,2024-09-28,Debit,Mobile,11063.57,Healthcare,Success
T005192,A00366,2025-11-29,ATM,ATM,20000.0,Cash Withdrawal,Success
T005193,A00444,2025-09-02,Debit,ATM,9685.84,Cash Withdrawal,Success
T005194,A00121,2024-08-12,IMPS,Mobile,50920.19,Retail,Success
T005195,A00518,2025-03-14,Credit,Branch,8569.83,Education,Success
T005196,A00346,2024-06-17,Debit,Branch,4982.77,Loan EMI,Success
T005197,A00519,2024-10-15,ATM,ATM,500.0,Cash Withdrawal,Success
T005198,A00284,2024-01-04,NEFT,Mobile,37909.37,Utility,Success
T005199,A00162,2024-11-29,Debit,Internet Banking,16456.31,Travel,Success
T005200,A00460,2024-06-05,NEFT,Internet Banking,55540.96,Retail,Success
T005201,A00383,2024-12-18,Credit,Mobile,8178.21,Healthcare,Success
T005202,A00385,2024-05-24,NEFT,Mobile,41787.75,Utility,Success
T005203,A00537,2025-10-15,Credit,ATM,-24925.14,Utility,Success
T005204,A00504,2024-03-14,Credit,Branch,21238.77,Education,Success
T005205,A00193,2025-11-03,UPI,Mobile,344.67,Healthcare,Success
T005206,A00262,2024-06-04,UPI,Mobile,1155.06,Travel,Success
T005207,A00438,2024-05-08,UPI,Mobile,3648.43,Healthcare,Success
T005208,A00356,2025-06-02,NEFT,Internet Banking,8506.61,Retail,Success
T005209,A00410,2025-07-04,IMPS,Branch,32387.46,Healthcare,Success
T005210,A00158,2025-08-11,Debit,Branch,7045.85,Travel,Success
T005211,A00528,2024-06-09,IMPS,Branch,42416.36,Healthcare,Success
T005212,A00005,2025-12-04,Debit,Internet Banking,1634.84,Investment,Success
T005213,A00221,2024-07-10,Credit,Mobile,22543.05,Investment,Success
T005214,A00218,2024-04-19,UPI,Mobile,1497.4,Retail,Success
T005215,A00219,2025-07-21,ATM,ATM,1000.0,Cash Withdrawal,Success
T005216,A00339,2025-11-11,IMPS,Branch,13591.96,Utility,Success
T005217,A00428,2024-10-13,UPI,Mobile,806.88,Retail,Success
T005218,A00573,2024-02-29,NEFT,Branch,43446.27,Investment,Success
T005219,A00389,2024-07-17,Credit,ATM,5968.9,Cash Withdrawal,Success
T005220,A00253,2025-07-30,UPI,Mobile,4581.86,Retail,Success
T005221,A00091,2024-11-21,UPI,Mobile,364306.01,Retail,Success
T005222,A00534,2025-03-06,NEFT,Internet Banking,86292.82,Healthcare,Success
T005223,A00039,2024-05-24,UPI,Mobile,1706.29,Travel,Success
T005224,A00528,2025-07-19,UPI,Mobile,2472.14,Travel,Failed
T005225,A00357,2024-04-17,UPI,Mobile,2368.39,Travel,Success
T005226,A00105,2024-09-07,Debit,Internet Banking,7699.25,Utility,Success
T005227,A00034,2024-03-20,Debit,Internet Banking,16995.97,Loan EMI,Success
T005228,A00143,2025-12-27,UPI,Mobile,1087.81,Retail,Reversed
T005229,A00511,2025-10-19,Debit,Internet Banking,2847.52,Investment,Success
T005230,A00569,2024-08-07,UPI,Mobile,1271.78,Retail,Success
T005231,A00172,2024-04-26,Debit,Internet Banking,4192.15,Education,Success
T005232,A00561,2025-12-03,IMPS,Internet Banking,24163.37,Education,Success
T005233,A00206,2025-09-25,Credit,Branch,10578.2,Retail,Success
T005234,A00416,2024-06-30,Debit,Mobile,224089.94,Loan EMI,Success
T005235,A00302,2025-05-19,Debit,ATM,15487.39,Loan EMI,Success
T005236,A00565,2025-09-22,Credit,Branch,8119.83,Utility,Success
T005237,A00351,2024-06-27,Credit,Branch,4089.7,Utility,Success
T005238,A00183,2024-12-01,Debit,Mobile,5501.58,Cash Withdrawal,Success
T005239,A00262,2025-07-17,ATM,ATM,2000.0,Cash Withdrawal,Success
T005240,A00310,2024-08-28,UPI,Mobile,1628.72,Healthcare,Success
T005241,A00282,2025-04-10,UPI,Mobile,1227.98,Retail,Success
T005242,A00182,2024-10-03,ATM,ATM,1000.0,Cash Withdrawal,Reversed
T005243,A00558,2024-09-04,UPI,Mobile,1865.72,Utility,Success
T005244,A00389,2025-10-25,Credit,ATM,11700.74,Education,Success
T005245,A00014,2025-05-26,ATM,ATM,500.0,Cash Withdrawal,Success
T005246,A00198,2024-04-28,UPI,Mobile,626.5,Travel,Success
T005247,A00239,2025-01-06,IMPS,Branch,235062.19,Retail,Success
T005248,A00398,2025-11-20,UPI,Mobile,2742.32,Healthcare,Success
T005249,A00087,2024-11-15,UPI,Mobile,727.48,Retail,Success
T005250,A00220,2024-11-30,Debit,Internet Banking,26613.7,Utility,Success
T005251,A00408,2024-02-25,ATM,ATM,1000.0,Cash Withdrawal,Success
T005252,A00292,2024-05-13,ATM,ATM,5000.0,Cash Withdrawal,Success
T005253,A00123,2025-01-23,Credit,Mobile,3383.27,Utility,Success
T005254,A00508,2024-03-28,ATM,ATM,500.0,Cash Withdrawal,Success
T005255,A00337,2025-04-21,IMPS,Mobile,58311.98,Utility,Success
T005256,A00385,2024-01-30,UPI,Mobile,681032.09,Retail,Success
T005257,A00441,2025-03-27,NEFT,Internet Banking,14914.2,Education,Success
T005258,A00238,2025-01-08,UPI,Mobile,1594.38,Retail,Success
T005259,A00385,2024-07-05,Debit,Branch,5946.65,Retail,Success
T005260,A00562,2025-01-20,UPI,Mobile,945.11,Retail,Success
T005261,A00453,2024-01-23,Credit,Branch,8260.35,Education,Success
T005262,A00474,2024-10-21,Credit,ATM,17244.49,Retail,Success
T005263,A00358,2024-07-15,Credit,Internet Banking,6849.59,Loan EMI,Success
T005264,A00369,2024-06-16,Debit,Mobile,12615.17,Healthcare,Failed
T005265,A00558,2025-10-01,ATM,ATM,10000.0,Cash Withdrawal,Success
T005266,A00426,2025-07-21,NEFT,Internet Banking,56711.58,Healthcare,Success
T005267,A00120,2024-04-05,Credit,Branch,11223.38,Cash Withdrawal,Success
T005268,A00534,2024-11-15,IMPS,Mobile,43874.95,Healthcare,Success
T005269,A00215,2025-03-30,Credit,Internet Banking,10537.22,Cash Withdrawal,Success
T005270,A00001,2025-11-29,UPI,Mobile,2214.16,Utility,Failed
T005271,A00055,2025-07-09,Debit,Mobile,3993.68,Education,Success
T005272,A00095,2025-05-19,UPI,Mobile,3858.4,Retail,Success
T005273,A00218,2025-10-27,NEFT,Internet Banking,19415.73,Utility,Success
T005274,A00568,2024-08-14,NEFT,Branch,31334.58,Retail,Success
T005275,A00486,2024-06-15,Credit,Branch,2104.76,Healthcare,Success
T005276,A00452,2024-09-22,Credit,Mobile,7509.93,Travel,Success
T005277,A00337,2024-10-24,NEFT,Mobile,40734.08,Utility,Success
T005278,A00589,2024-06-01,NEFT,Internet Banking,89870.07,Utility,Success
T005279,A00286,2025-12-06,Credit,Mobile,15723.4,Travel,Reversed
T005280,A00337,2024-10-25,ATM,ATM,5000.0,Cash Withdrawal,Success
T005281,A00563,2024-05-29,Credit,Mobile,7935.35,Investment,Success
T005282,A00133,2024-03-16,NEFT,Mobile,8642.47,Retail,Success
T005283,A00553,2025-09-03,NEFT,Internet Banking,76578.2,Education,Success
T005284,A00452,2025-02-04,Debit,Mobile,7669.46,Loan EMI,Success
T005285,A00198,2024-08-27,Credit,Internet Banking,12934.93,Cash Withdrawal,Success
T005286,A00460,2024-02-04,NEFT,Branch,24043.39,Education,Success
T005287,A00225,2025-05-02,IMPS,Branch,44205.17,Utility,Success
T005288,A00309,2025-10-18,UPI,Mobile,3456.99,Travel,Success
T005289,A00013,2025-05-23,UPI,Mobile,2513.45,Retail,Success
T005290,A00341,2025-04-08,ATM,ATM,500.0,Cash Withdrawal,Success
T005291,A00562,2024-08-20,IMPS,Mobile,27435.75,Utility,Success
T005292,A00295,2025-10-16,Debit,ATM,23775.21,Loan EMI,Success
T005293,A00235,2025-01-15,IMPS,Branch,102619.49,Retail,Success
T005294,A00511,2024-02-05,Credit,Internet Banking,19882.95,Healthcare,Failed
T005295,A00254,2024-03-19,ATM,ATM,20000.0,Cash Withdrawal,Success
T005296,A00050,2024-09-17,IMPS,Branch,24617.6,Investment,Success
T005297,A00122,2025-06-14,Debit,Internet Banking,18153.23,Loan EMI,Success
T005298,A00382,2024-06-22,UPI,Mobile,2949.73,Utility,Success
T005299,A00376,2024-02-03,UPI,Mobile,1228.22,Healthcare,Success
T005300,A00071,2025-06-27,Debit,Branch,30918.11,Investment,Success
T005301,A00217,2025-09-12,UPI,Mobile,3352.05,Travel,Success
T005302,A00100,2024-04-02,UPI,Mobile,1278.7,Utility,Success
T005303,A00406,2024-06-30,ATM,ATM,10000.0,Cash Withdrawal,Success
T005304,A00027,2025-06-06,IMPS,Branch,24597.77,Utility,Success
T005305,A00094,2024-05-05,Credit,Mobile,19478.07,Loan EMI,Success
T005306,A00146,2025-07-21,Credit,Branch,35967.34,Education,Success
T005307,A00350,2025-02-03,UPI,Mobile,499.25,Travel,Success
T005308,A00226,2025-06-15,NEFT,Mobile,45677.06,Utility,Success
T005309,A00122,2024-09-24,Credit,ATM,17947.49,Utility,Success
T005310,A00199,2024-05-27,Debit,Internet Banking,22669.53,Education,Success
T005311,A00189,2024-04-13,ATM,ATM,2000.0,Cash Withdrawal,Success
T005312,A00266,2024-07-08,Credit,Branch,18059.89,Loan EMI,Success
T005313,A00542,2025-04-11,Credit,ATM,7742.63,Utility,Failed
T005314,A00350,2025-08-03,Credit,ATM,3844.46,Education,Success
T005315,A00003,2025-08-11,Debit,Internet Banking,8761.9,Loan EMI,Failed
T005316,A00236,2025-02-08,Debit,Branch,17679.85,Loan EMI,Success
T005317,A00485,2024-06-01,Debit,Mobile,7162.72,Investment,Success
T005318,A00075,2024-05-10,UPI,Mobile,3804.1,Retail,Success
T005319,A00077,2024-09-02,ATM,ATM,500.0,Cash Withdrawal,Success
T005320,A00198,2025-01-16,IMPS,Branch,30601.46,Utility,Success
T005321,A00296,2025-06-21,NEFT,Mobile,20409.36,Utility,Success
T005322,A00133,2024-07-04,Debit,Branch,15460.61,Retail,Success
T005323,A00559,2024-11-25,NEFT,Mobile,28331.3,Utility,Success
T005324,A00323,2024-07-31,UPI,Mobile,1053.41,Retail,Success
T005325,A00562,2024-12-27,UPI,Mobile,5253.02,Healthcare,Success
T005326,A00178,2024-05-06,Debit,Mobile,7130.79,Investment,Success
T005327,A00195,2024-05-23,Debit,Mobile,8545.22,Retail,Success
T005328,A00221,2025-04-02,Credit,Mobile,15604.71,Education,Success
T005329,A00579,2024-11-04,Debit,Branch,24629.69,Retail,Success
T005330,A00468,2024-08-24,UPI,Mobile,2115.06,Retail,Success
T005331,A00063,2025-11-18,Debit,ATM,11612.16,Investment,Success
T005332,A00333,2024-11-11,Credit,Internet Banking,739640.33,Retail,Failed
T005333,A00342,2025-10-27,IMPS,Branch,25080.35,Investment,Failed
T005334,A00588,2024-04-13,ATM,ATM,10000.0,Cash Withdrawal,Success
T005335,A00188,2025-08-01,ATM,ATM,1000.0,Cash Withdrawal,Success
T005336,A00143,2025-07-01,Debit,Internet Banking,8295.09,Utility,Success
T005337,A00376,2024-08-12,UPI,Mobile,937.96,Utility,Success
T005338,A00341,2024-08-28,Debit,Mobile,14096.1,Loan EMI,Success
T005339,A00446,2025-11-28,NEFT,Internet Banking,16800.37,Healthcare,Success
T005340,A00095,2024-04-12,UPI,Mobile,561.33,Retail,Success
T005341,A00110,2025-08-27,Debit,Branch,8527.07,Retail,Success
T005342,A00120,2024-07-13,Debit,Mobile,3015.59,Education,Success
T005343,A00499,2024-01-09,NEFT,Internet Banking,40667.65,Healthcare,Success
T005344,A00029,2025-02-28,Credit,Branch,14119.39,Retail,Success
T005345,A00394,2025-06-13,Credit,Internet Banking,15696.65,Utility,Success
T005346,A00284,2025-04-04,IMPS,Mobile,60097.41,Investment,Success
T005347,A00511,2024-09-06,Credit,ATM,8696.86,Retail,Failed
T005348,A00141,2025-08-12,ATM,ATM,500.0,Cash Withdrawal,Success
T005349,A00409,2025-03-27,UPI,Mobile,3476.32,Retail,Success
T005350,A00166,2024-02-05,UPI,Mobile,3245.8,Healthcare,Success
T005351,A00024,2024-08-27,Debit,ATM,5135.01,Retail,Success
T005352,A00444,2025-07-06,NEFT,Branch,32684.65,Education,Success
T005353,A00477,2025-12-14,ATM,ATM,500.0,Cash Withdrawal,Success
T005354,A00313,2024-07-08,Credit,ATM,1373.47,Cash Withdrawal,Failed
T005355,A00385,2024-03-27,IMPS,Mobile,75455.36,Education,Success
T005356,A00298,2024-01-10,UPI,Mobile,2732.6,Travel,Success
T005357,A00532,2024-11-19,UPI,Mobile,4060.33,Travel,Reversed
T005358,A00075,2024-08-17,NEFT,Branch,9309.98,Utility,Success
T005359,A00574,2024-02-23,Debit,Internet Banking,14937.51,Retail,Success
T005360,A00287,2025-03-19,Debit,ATM,7558.73,Retail,Success
T005361,A00312,2024-02-08,Credit,Internet Banking,2068.07,Cash Withdrawal,Success
T005362,A00494,2025-01-29,UPI,Mobile,3016.12,Travel,Failed
T005363,A00471,2024-12-25,Credit,Internet Banking,4295.09,Retail,Success
T005364,A00149,2024-10-15,Debit,Branch,13725.83,Healthcare,Success
T005365,A00203,2025-06-27,Credit,Internet Banking,7497.26,Healthcare,Success
T005366,A00541,2024-04-24,Credit,Mobile,12230.14,Investment,Success
T005367,A00396,2024-03-02,UPI,Mobile,2793.22,Retail,Success
T005368,A00024,2024-11-11,Debit,ATM,12252.44,Retail,Success
T005369,A00074,2025-05-24,Debit,Internet Banking,5641.34,Cash Withdrawal,Success
T005370,A00412,2024-07-12,NEFT,Internet Banking,112888.59,Utility,Success
T005371,A00164,2025-12-18,Debit,Internet Banking,8783.81,Investment,Success
T005372,A00326,2025-01-19,Credit,ATM,6496.43,Cash Withdrawal,Success
T005373,A00300,2025-01-09,ATM,ATM,20000.0,Cash Withdrawal,Success
T005374,A00189,2024-09-14,ATM,ATM,500.0,Cash Withdrawal,Success
T005375,A00194,2025-06-04,NEFT,Internet Banking,31950.47,Utility,Success
T005376,A00474,2025-10-09,Credit,ATM,3428.04,Loan EMI,Success
T005377,A00164,2025-08-15,UPI,Mobile,896.12,Utility,Success
T005378,A00280,2024-11-02,IMPS,Branch,103476.36,Education,Success
T005379,A00409,2024-12-13,NEFT,Branch,40533.04,Education,Success
T005380,A00162,2025-10-21,ATM,ATM,10000.0,Cash Withdrawal,Success
T005381,A00528,2025-07-27,Credit,Internet Banking,11308.97,Education,Success
T005382,A00510,2025-03-04,NEFT,Branch,47516.19,Healthcare,Success
T005383,A00047,2024-11-25,Debit,Branch,10622.63,Healthcare,Success
T005384,A00573,2025-04-10,Credit,Branch,21383.4,Loan EMI,Success
T005385,A00489,2025-03-18,UPI,Mobile,2432.1,Healthcare,Success
T005386,A00085,2025-08-25,Credit,Branch,14230.14,Healthcare,Success
T005387,A00133,2024-12-16,UPI,Mobile,3584.49,Travel,Success
T005388,A00530,2024-01-16,UPI,Mobile,3584.22,Utility,Success
T005389,A00339,2025-08-11,Credit,ATM,11858.97,Investment,Success
T005390,A00445,2025-05-11,Credit,ATM,8487.52,Cash Withdrawal,Success
T005391,A00514,2024-04-23,Debit,ATM,12591.6,Loan EMI,Success
T005392,A00057,2024-05-18,IMPS,Branch,30883.26,Utility,Success
T005393,A00299,2024-09-19,UPI,Mobile,1097.94,Retail,Success
T005394,A00574,2024-11-24,UPI,Mobile,1728.07,Utility,Success
T005395,A00228,2025-05-17,Debit,ATM,13950.89,Cash Withdrawal,Success
T005396,A00506,2025-02-03,IMPS,Branch,51452.62,Healthcare,Success
T005397,A00287,2024-07-07,Credit,ATM,25845.3,Retail,Success
T005398,A00227,2024-01-11,ATM,ATM,1000.0,Cash Withdrawal,Success
T005399,A00137,2025-06-24,UPI,Mobile,1854.65,Travel,Success
T005400,A00541,2025-07-23,UPI,Mobile,1491.81,Utility,Success
T005401,A00456,2025-02-16,Credit,Internet Banking,19850.06,Investment,Success
T005402,A00197,2025-04-20,UPI,Mobile,767.25,Utility,Success
T005403,A00303,2024-07-20,ATM,ATM,500.0,Cash Withdrawal,Success
T005404,A00423,2024-04-15,UPI,Mobile,334.82,Travel,Success
T005405,A00500,2025-11-28,UPI,Mobile,2136.64,Travel,Success
T005406,A00305,2025-07-31,IMPS,Branch,26711.05,Utility,Failed
T005407,A00458,2025-08-18,Debit,Internet Banking,9222.02,Utility,Success
T005408,A00037,2024-04-11,Debit,Mobile,5962.63,Healthcare,Success
T005409,A00064,2025-05-06,UPI,Mobile,3378.03,Travel,Success
T005410,A00048,2024-01-22,UPI,Mobile,349.71,Travel,Success
T005411,A00327,2025-08-16,Credit,Branch,15753.81,Loan EMI,Success
T005412,A00462,2025-08-10,NEFT,Internet Banking,33761.31,Education,Success
T005413,A00004,2024-04-02,ATM,ATM,20000.0,Cash Withdrawal,Success
T005414,A00124,2024-04-30,UPI,Mobile,4135.87,Travel,Success
T005415,A00277,2024-02-10,Debit,Mobile,19904.11,Utility,Reversed
T005416,A00099,2024-09-26,UPI,Mobile,582.77,Utility,Success
T005417,A00086,2025-10-31,Credit,Branch,16628.33,Education,Success
T005418,A00061,2025-01-11,UPI,Mobile,2092.77,Healthcare,Success
T005419,A00267,2024-06-06,Debit,ATM,10353.63,Education,Success
T005420,A00515,2024-12-31,NEFT,Branch,50454.88,Education,Success
T005421,A00319,2025-01-29,Debit,Internet Banking,6917.92,Education,Success
T005422,A00345,2024-02-24,ATM,ATM,500.0,Cash Withdrawal,Success
T005423,A00479,2025-05-01,NEFT,Branch,36199.26,Utility,Success
T005424,A00078,2025-02-14,Credit,Mobile,11010.78,Healthcare,Success
T005425,A00474,2025-09-24,UPI,Mobile,785.96,Utility,Success
T005426,A00324,2025-11-22,NEFT,Branch,26758.54,Investment,Success
T005427,A00493,2025-12-25,UPI,Mobile,1024.21,Travel,Success
T005428,A00562,2025-08-06,NEFT,Branch,44064.29,Utility,Success
T005429,A00466,2025-03-29,Credit,Internet Banking,23121.43,Loan EMI,Success
T005430,A00408,2025-09-23,Credit,ATM,4010.4,Retail,Success
T005431,A00174,2025-09-03,Debit,Internet Banking,14214.66,Healthcare,Success
T005432,A00106,2024-11-20,UPI,Mobile,993.78,Retail,Success
T005433,A00019,2024-10-19,Credit,Mobile,19145.72,Retail,Success
T005434,A00072,2024-05-17,UPI,Mobile,2023.04,Utility,Success
T005435,A00488,2024-02-27,IMPS,Internet Banking,8962.64,Healthcare,Success
T005436,A00106,2024-10-25,UPI,Mobile,1729.14,Travel,Success
T005437,A00082,2025-08-19,Debit,Branch,9988.01,Travel,Success
T005438,A00120,2024-11-27,UPI,Mobile,517.29,Utility,Success
T005439,A00096,2024-08-12,UPI,Mobile,1004.43,Retail,Success
T005440,A00493,2024-10-08,UPI,Mobile,1672.88,Retail,Success
T005441,A00444,2024-01-29,NEFT,Internet Banking,23554.38,Utility,Success
T005442,A00475,2024-08-06,UPI,Mobile,3074.46,Travel,Success
T005443,A00046,2024-03-26,NEFT,Internet Banking,30580.26,Utility,Failed
T005444,A00180,2025-02-27,Credit,Branch,7262.38,Utility,Success
T005445,A00275,2024-01-16,IMPS,Mobile,38714.24,Utility,Success
T005446,A00284,2025-12-10,UPI,Mobile,1910.54,Healthcare,Failed
T005447,A00333,2024-03-28,IMPS,Mobile,62166.67,Investment,Success
T005448,A00294,2025-04-27,Credit,Mobile,11307.75,Retail,Success
T005449,A00086,2024-11-19,ATM,ATM,500.0,Cash Withdrawal,Success
T005450,A00348,2025-09-17,IMPS,Branch,41073.47,Healthcare,Failed
T005451,A00515,2025-02-19,UPI,Mobile,1175.66,Travel,Success
T005452,A00289,2025-05-21,IMPS,Branch,89709.28,Healthcare,Success
T005453,A00270,2025-05-29,NEFT,Mobile,44428.2,Healthcare,Success
T005454,A00009,2024-10-06,Credit,ATM,12100.45,Investment,Success
T005455,A00412,2025-08-27,NEFT,Branch,23554.53,Retail,Success
T005456,A00525,2024-12-11,NEFT,Internet Banking,67439.07,Retail,Success
T005457,A00115,2024-04-28,Debit,Mobile,2968.85,Investment,Failed
T005458,A00022,2024-03-18,UPI,Mobile,1749.66,Utility,Success
T005459,A00179,2025-02-15,UPI,Mobile,904.55,Healthcare,Success
T005460,A00048,2024-09-25,Debit,ATM,18086.17,Travel,Success
T005461,A00296,2024-05-20,UPI,Mobile,1924.31,Utility,Success
T005462,A00527,2025-10-06,Credit,Mobile,12215.26,Healthcare,Success
T005463,A00130,2024-08-20,UPI,Mobile,640.76,Healthcare,Success
T005464,A00439,2025-06-06,Debit,Internet Banking,10458.64,Retail,Success
T005465,A00439,2025-07-30,ATM,ATM,500.0,Cash Withdrawal,Success
T005466,A00006,2025-03-31,IMPS,Branch,43702.28,Retail,Success
T005467,A00046,2025-03-15,UPI,Mobile,2867.61,Utility,Success
T005468,A00505,2024-06-06,ATM,ATM,1000.0,Cash Withdrawal,Success
T005469,A00500,2025-02-04,UPI,Mobile,2163.97,Retail,Success
T005470,A00128,2025-04-15,NEFT,Mobile,58160.61,Utility,Success
T005471,A00015,2024-03-23,ATM,ATM,5000.0,Cash Withdrawal,Failed
T005472,A00572,2024-01-07,Credit,Internet Banking,3763.71,Loan EMI,Success
T005473,A00301,2025-01-11,Debit,Internet Banking,12033.13,Travel,Success
T005474,A00516,2025-05-08,NEFT,Mobile,63790.67,Healthcare,Success
T005475,A00167,2024-06-30,UPI,Mobile,150.79,Travel,Success
T005476,A00273,2024-07-29,Credit,Branch,9393.98,Travel,Success
T005477,A00185,2025-01-07,UPI,Mobile,1993.57,Travel,Failed
T005478,A00495,2024-10-14,NEFT,Internet Banking,69383.08,Retail,Success
T005479,A00047,2024-12-19,UPI,Mobile,1636.77,Utility,Success
T005480,A00416,2025-08-28,ATM,ATM,10000.0,Cash Withdrawal,Success
T005481,A00095,2024-06-29,ATM,ATM,1000.0,Cash Withdrawal,Success
T005482,A00136,2024-03-03,UPI,Mobile,1502.1,Healthcare,Success
T005483,A00575,2024-02-09,Credit,Internet Banking,13154.38,Retail,Success
T005484,A00177,2024-02-18,ATM,ATM,5000.0,Cash Withdrawal,Success
T005485,A00238,2025-01-15,IMPS,Branch,44276.83,Education,Success
T005486,A00338,2024-05-06,Debit,Internet Banking,5915.68,Travel,Success
T005487,A00433,2024-12-21,UPI,Mobile,1027.2,Healthcare,Success
T005488,A00411,2024-02-25,Credit,ATM,2553.7,Education,Success
T005489,A00521,2024-07-11,IMPS,Internet Banking,20885.59,Retail,Success
T005490,A00292,2025-01-03,Credit,Mobile,4932.03,Investment,Success
T005491,A00469,2025-07-26,NEFT,Mobile,17283.13,Investment,Success
T005492,A00531,2024-04-09,NEFT,Branch,119948.1,Investment,Success
T005493,A00124,2024-02-27,IMPS,Branch,66781.65,Utility,Success
T005494,A00311,2025-06-11,Debit,Branch,5019.59,Education,Success
T005495,A00294,2025-03-16,Credit,ATM,473577.41,Investment,Success
T005496,A00530,2024-02-09,Debit,Branch,7284.53,Loan EMI,Success
T005497,A00302,2024-10-16,UPI,Mobile,465.23,Retail,Failed
T005498,A00590,2024-09-05,Credit,Internet Banking,12931.31,Retail,Success
T005499,A00025,2024-06-12,NEFT,Mobile,40157.13,Education,Reversed
T005500,A00005,2025-12-03,IMPS,Internet Banking,17070.94,Education,Success
T005501,A00125,2025-09-30,UPI,Mobile,2446.02,Utility,Success
T005502,A00515,2024-08-02,IMPS,Branch,53477.63,Utility,Success
T005503,A00326,2024-01-25,Debit,Branch,6762.95,Healthcare,Success
T005504,A00365,2024-11-18,Debit,Mobile,5667.37,Healthcare,Failed
T005505,A00384,2024-03-15,Debit,ATM,8240.95,Retail,Success
T005506,A00266,2025-04-24,Credit,Internet Banking,15459.83,Loan EMI,Reversed
T005507,A00366,2024-01-14,ATM,ATM,500.0,Cash Withdrawal,Success
T005508,A00127,2025-06-27,UPI,Mobile,5376.2,Retail,Success
T005509,A00097,2024-10-23,Credit,Mobile,15228.33,Retail,Success
T005510,A00043,2024-10-08,ATM,ATM,2000.0,Cash Withdrawal,Success
T005511,A00224,2024-08-09,NEFT,Internet Banking,13514.67,Healthcare,Success
T005512,A00407,2025-07-29,UPI,Mobile,1905.53,Utility,Success
T005513,A00214,2024-02-13,UPI,Mobile,1639.48,Travel,Success
T005514,A00215,2025-09-09,Credit,Mobile,11270.43,Healthcare,Success
T005515,A00047,2025-03-25,Credit,ATM,4076.49,Travel,Success
T005516,A00316,2025-09-22,Credit,ATM,13353.17,Travel,Success
T005517,A00414,2025-08-15,Debit,Branch,10680.09,Investment,Failed
T005518,A00371,2025-11-25,ATM,ATM,500.0,Cash Withdrawal,Success
T005519,A00335,2025-12-10,IMPS,Mobile,13034.51,Education,Success
T005520,A00124,2025-01-11,Credit,ATM,28959.58,Travel,Success
